"","X.1","X","all_comments.authorDisplayName","all_comments.likeCount","all_comments.textOriginal","all_comments.publishedAt"
"784",784,784,"Danilo Di Julio",0,"The rifle is a low caliber single pull single shot rifle. Pistols are easier to conceal and are used in far greater numbers in shootings across America. You can't control mental instability butter we can enforce the laws on the books. 30+ reports went without investigation? Complete failure on the part of the county sheriff and a tragedy.","4/18/18"
"785",785,785,"manga Fan",0,"Rip","4/18/18"
"786",786,786,"killdo devae",0,"this is because of bullying people","4/18/18"
"787",787,787,"Balihollic !",0,"So what if you can by an Ìâå_ÌâåÑÌâåÒ assault rifleÌâå_ÌâåÑÌâå at 18 and a hand gun at 21 can you fit and at 15 in your pocket no you cant","4/18/18"
"788",788,788,"Canadian Conservative",0,"The reason why handguns are harder to obtain is because they can be concealed. An AR-15 cannot be fucking concealed.","4/18/18"
"789",789,789,"Gage Benson",0,"This is cnn might as well turn the volume off","4/17/18"
"790",790,790,"Chau Le",0,"Lmfao, I hate that nigga on cnn","4/17/18"
"791",791,791,"Hamsa Khan",0,"Why emphasize so much on make a report and try to blaming pplfor it ?why not change ALL GUN LAWS????????
The see what difference it will make.","4/17/18"
"792",792,792,"Jayliah Williams",0,"_ÌâåªÌâåÉ_","4/17/18"
"793",793,793,"saechun park",0,"Lol What Americans. They r truelly sons of monsters","4/17/18"
"794",794,794,"JilMayMCA",0,"You mean he was not on any police watch list.","4/16/18"
"795",795,795,"Michael Sanchez",0,"Assault style weapon","4/16/18"
"796",796,796,"James Gibson",0,"you people listen to nothing do you? Do you people listen? No1 is listening. what is the same in almost every school shooting, not only school but even the las vegas shooting by a 60 yr old man? evry single 1 of these shooters said this.. a demon told me to do it and how to do it, that's what they said but we take that as a mental problem but its not, we are not fighting flesh but we fight spiritually and as a nation/America that most people say they are Christians but we cant see this, why cant we see? Let our eyes be open oh Lord. we live in the last days where evil is seen as good and good as evil, wow this was written over 1000 yrs ago.","4/16/18"
"797",797,797,"Keeley and Sophie",0,"im scared to go to school now thx alot","4/16/18"
"798",798,798,"AJ Gang",1,"Yep..  He not bout to shoot up my school he better find some other side of America school to shoot _ÌâåªÌâåÓÌÄå¢ cause I will, pistol whip you ass","4/16/18"
"799",799,799,"AJ Gang",1,"This nigga need help","4/16/18"
"800",800,800,"Marco M",1,"ItÌâå_ÌâåÑÌÄåös okay guy cuz in the future we will figure out time travel and save these kids","4/16/18"
"801",801,801,"Val Kyri",0,"F-A-K-E news","4/16/18"
"802",802,802,"ÌÄå±_ÌâåÉÌÄå±ÌâåÉÌâå",0,"ÌÄå±Ìâå_ÌâåÇÌÄåø_Ìâå? ÌÄåøÌÄåÛÌÄåªÌâåÌâåµ_Ìâå__ ÌÄåøÌâåÎÌâåâÌÄå±_ÌÄå´ ÌÄå±Ìâå_ÌÄå±ÌâåÌâåâÌÄå±ÌâåÇ_?!!!!","4/15/18"
"803",803,803,"1snce1",0,"#dindunuffin","4/15/18"
"804",804,804,"shawn obarker",0,"DON LEMMINGS IS LIAR!!","4/15/18"
"805",805,805,"shawn obarker",0,"FAKE,FAKE,FAKE!!!!!!","4/15/18"
"806",806,806,"shawn obarker",0,"Assault rifle is a made up term by the democrypts,just like fully semi-automatic! WTF? STUPID MOTHER FUCKERS!","4/15/18"
"807",807,807,"cutecatmeow aj",0,"He is even killed the dancer she an girl of her friend cried i dont saw this in news","4/15/18"
"808",808,808,"Mr.Quadriplegic Snailman",0,"Why is it that, when there's a school shooting, the students have to walk out of the school in a conga line.","4/15/18"
"809",809,809,"Ameeliyah Geter",0,"_ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ_","4/15/18"
"810",810,810,"Basil Forget",0,"He was holding an air soft gun in that photo scary","4/14/18"
"811",811,811,"Itz Alex",0,"#FUCKNIKOLASCRUIZ","4/14/18"
"812",812,812,"Geraldine Amarakoon",0,"God bless student that were dead and Jamie Gutenberg friend that. Was in year seven committed suiside be cause Jamie died","4/14/18"
"813",813,813,"Geraldine Amarakoon",0,"What the F**K why can't they take responsibility with F**king guns","4/14/18"
"814",814,814,"I'm an African American",0,"propagated talk show disguised as news. stop supporting this nonsense people.","4/13/18"
"815",815,815,"max agnew",0,"hand guns are easily concealable, long rifles aren't. there you go, question answered retard","4/13/18"
"816",816,816,"Aaron Krebs",0,"The picture to this video, the pistol is a orange tip, clearly an airsoft. No joke guys.","4/13/18"
"817",817,817,"ryan vo",0,"School shooting starting to happen almost on a daily, what has been done? Nothing.","4/13/18"
"818",818,818,"Assman Santos",0,"21=handgun
18= assault semi
Why though?! Usa is fucked up. I blame trump","4/13/18"
"819",819,819,"Tank_Frenzee",0,"YALL ARE DUMB ASF YEA RIFLES ARE LESS COMPACT THEN PISTOLS. thatÌâå_ÌâåÑÌÄåös why u need to be 21 to get a pistol and 18 to get a less compact rifle that shoots the same round as a .22 caliber pistol just with a little more power. So you CNN faggots can stfu and go suck an ass full of empty casings.","4/13/18"
"820",820,820,"A Fresh Dab",0,"I'm crying right now watching this videos.","4/12/18"
"821",821,821,"Hunter Jimenez",0,"Why does the second reporter look just like the shooter without the freckles??","4/12/18"
"822",822,822,"Max Stewart",0,"An AR-15 is not an assault weapon because it is semi automatic and it is not used in the military.  An AR is a civilian weapon used for protection.  I suggest you look for the FACTS before you REPORT THIS ON THE NEWS","4/12/18"
"823",823,823,"papryczek papryczkowy",0,"they deserved that. your western society is degenerate and rotten.","4/12/18"
"824",824,824,"coltrain Dontworryboutit",0,"No body cares about this fucking Florida shooting anymore. It was a big deal for a week, thatÌâå_ÌâåÑÌÄåös it... What makes this Florida school so much more important than the other shootings? This world is cruel. Deal with it. Move on.","4/12/18"
"825",825,825,"Mario Aguilar",0,"U have to be 21 to drink alcohol and poison yourself, but only have to be 18 to be sent to a foreign country to kill and destroy on behalf of a banker. That makes no sense","4/12/18"
"826",826,826,"Rejul Chandrashekhar",0,"everything is goes with 'allahu akbar'.. oh god!!!","4/12/18"
"827",827,827,"Aysha Ansari",0,"That guy is a racist pig ,thats all I can say","4/12/18"
"828",828,828,"Agent- 69 FIB",0,"There was one thing not preventing a school shooting...armed security or local civilians with firearms but nope they want an un armed helpless society destination globalization and obedience","4/11/18"
"829",829,829,"CGFields",0,"Don knows Jack about weapons.","4/11/18"
"830",830,830,"Jessica Simonson",0,"Fake gun in pic pay attention either a bb gun/pellet gun, airlift,","4/11/18"
"831",831,831,"NatureOceanGamer Gamer",0,"CC please","4/11/18"
"832",832,832,"Anne-lise Simonetti",0,"Horrible and donald trump do nothing... too many school shooting","4/11/18"
"833",833,833,"muntymunt",0,"an 18 year old can just buy an assult rifle.... why is anyone ever surprised at mass shootings???","4/11/18"
"834",834,834,"Kira Gossett",0,"If anyone blames the NRA your a queer_ÌâåªÌâåÉÌÄå__ÌâåªÌâåÉÌÄå_","4/11/18"
"835",835,835,"Alex Delk",0,"you have to be twenty one for pistole cause its hidable and comonly used. you can be eighteen and own a SPORTING RIFLE because its obvious as fuck when someones armed with a rifle. stop acting like an idiot when you know its because a rifle kills less.","4/11/18"
"836",836,836,"kennyyy",0,"IÌâå_ÌâåÑÌÄåöm 14 and know more about these laws than all these Ìâå_ÌâåÑÌâåÒprofessionals with gunsÌâå_ÌâåÑÌâå","4/11/18"
"837",837,837,"Metaldogrides",0,"First off .... The guns in the photos you keep showing are Airsoft BB guns that only shoot plastic 6mm balls..... And I haven't seen a photo of him with a AR 15 .... Please look at all kids fb that play Airsoft there's thousands of photos of kids with all sorts Airsoft guns ? Look it up","4/11/18"
"838",838,838,"The Mighty Umbreon",0,"I heard that he told this girl that he was gonna shoot up the school.but she didnÌâå_ÌâåÑÌÄåöt believe him.I have a feeling that if that girl did something this would of never happened","4/11/18"
"839",839,839,"yuutsu. com",0,"why does America allow guns?","4/11/18"
"840",840,840,"Cade Rayburn",0,"Because a hand gun is concealable (you can hide it on your body) and with an assult weapon you cannot do that","4/10/18"
"841",841,841,"Violette Summer",0,"wtf is that common sense?
18yo for a full-automatic assault rifle
21yo for a pea-shooting handgun
What's next, a cal.50 for 12 years old?

Instead of giving weapons to teachers why not just hire professional vigilants instead of donut eating fatso with a baton?","4/10/18"
"842",842,842,"The 'HITMAN' PAVO",0,"Thing is a knife is silent...guns make noise...people hear shots they dip...point is people kill people...and will use any way they can...more people are murdered with knives...should we can knives...","4/10/18"
"843",843,843,"Caydance Milligan-Edwards",0,"Ok here me out ok one person just one can be discluded but what are they really thinking about when they are shooting just one bullet at just one kid maybe innocent kid and those voices in his head like your not good enough or your not cool that can wreck a person ok this is why we need to stick together ok because the next school might be yours and your best friend could be shot by the kid you hated what would you think be nice help people be kind ok have a heart thank you and I'm sorry to the family's","4/10/18"
"844",844,844,"mona lisa",0,"why the fuck was an 18 year old mentally ill boy with an extremely known violent past allowed to purchase an AR15?","4/9/18"
"845",845,845,"Tom Crenshaw",0,"Do you see what happens when you do not act right you put maidens into a panic your marriages will not go free from adultery deception","4/9/18"
"846",846,846,"Tom Crenshaw",0,"Perhaps dedicate some funding to the school system make teaching an honorable job make school a safe place to be a grand place of growing vocabulary","4/9/18"
"847",847,847,"Tom Crenshaw",0,"Campaigns are funded to go and Battle 3000 miles away while a warrior goes to battle his children are left in the hands of sexually immoral slanderous individuals who have no regard for the lives of youth","4/9/18"
"848",848,848,"Tom Crenshaw",0,"Think of your daughters and sons going into a place that teachers would openly slander them even seeking out their seduction and virginity dedicate some serious funding to the education system","4/9/18"
"849",849,849,"Tom Crenshaw",0,"Prove to me that you can do something good","4/9/18"
"850",850,850,"Tom Crenshaw",0,"What behaviors do you people carry? I have lost nearly all of my respect for anyone who is of an older generation I see you people and you are worthless to me","4/9/18"
